Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Offer,URL
EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani",NA,270,Central Bangalore,NA,https://www.swiggy.com/restaurants/eatfit-vasantha-nagar-central-bangalore-bangalore-393107
Ludos Pizza,Pizzas,NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/ludos-pizza-central-bangalore-bangalore-432913
Arbor Brewing Company,"Continental, American, Desserts, Fast Food, Beverages, Seafood",NA,1200,Central Bangalore,NA,https://www.swiggy.com/restaurants/arbor-brewing-company-central-ashok-nagar-bangalore-71482
Kanis Kitchen,"South Indian, North Indian, Combo",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/kanis-kitchen-central-bangalore-bangalore-460026
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages, Combo",3.6,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/aligarh-house-vasantha-nagar-central-bangalore-bangalore-393108
Chinese Bites,Chinese,NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/chinese-bites-central-bangalore-bangalore-453725
SIPPY CHAI,"Beverages, Fast Food, American",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/sippy-chai-central-bangalore-bangalore-474421
Udupi Upahara,"South Indian, Beverages",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/udupi-upahara-central-bangalore-bangalore-469082
Kaze,"Pan-Asian, Japanese, Chinese",NA,1200,Central Bangalore,NA,https://www.swiggy.com/restaurants/kaze-central-bangalore-bangalore-414134
ROYCE' Chocolate,Desserts,NA,750,Central Bangalore,NA,https://www.swiggy.com/restaurants/royce-chocolate-ub-city-central-bangalore-bangalore-48338
Kingsway restaurant,"North Indian, Chinese, Biryani",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/kingsway-restaurant-central-shivaji-nagar-bangalore-219257
DOUBLE MOON CAFE,Indian,NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/double-moon-cafe-central-bangalore-bangalore-475891
Quattro,"Italian, Mexican, Pizzas, Pastas",NA,1000,Central Bangalore,NA,https://www.swiggy.com/restaurants/quattro-richmond-town-ashok-nagar-bangalore-242154
Ebony,"North Indian, Tandoor, Indian",NA,1000,Central Bangalore,NA,https://www.swiggy.com/restaurants/ebony-central-ashok-nagar-bangalore-290351
MINI SAMRAT,"South Indian, North Indian, Chinese, Desserts",3.8,350,Central Bangalore,NA,https://www.swiggy.com/restaurants/mini-samrat-vasanth-nagar-bangalore-368270
Keventers - Milkshakes and Desserts,"Beverages, Ice Cream, Desserts, Healthy Food",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-third-floor-garuda-mall-central-bangalore-bangalore-370337
Swadesh,"North Indian, Chinese, Biryani",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/swadesh-central-bangalore-bangalore-453719
The Food Corner,"Chinese, North Indian",NA,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/the-food-corner-starbucks-cbd-vasanth-nagar-bangalore-230143
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/ubq-by-barbeque-nation-mg-road-lido-mall-domlur-bangalore-82499
SRI KRISHNA JUICE AND CHATS,"Juices, Chaat, Fast Food, Beverages",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/sri-krishna-juice-and-chats-central-bangalore-bangalore-494021
Momo Monk,"Pan-Asian, Chinese",3.9,180,Central Bangalore,NA,https://www.swiggy.com/restaurants/momo-monk-central-bangalore-bangalore-405879
Burger It Up,"American, Fast Food, Continental, Beverages, Desserts",NA,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/burger-it-up-central-bangalore-bangalore-403216
New Taj Darbar,"Biryani, Indian, Chinese, Tandoor, Seafood",3.5,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/new-taj-darbar-central-shivaji-nagar-bangalore-196047
Carols Pastries & Bakers,Bakery,NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/carols-pastries-and-bakers-central-bangalore-bangalore-437003
Shiro,"Japanese, Asian",NA,1400,Central Bangalore,NA,https://www.swiggy.com/restaurants/shiro-vittal-mallya-road-ashok-nagar-bangalore-7341
Bombay Borough,Indian,NA,900,Central Bangalore,NA,https://www.swiggy.com/restaurants/bombay-borough-woods-street-ashok-nagar-bangalore-465939
LIT GASTRO PUB,"Chinese, Indian, Pizzas",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/lit-gastro-pub-central-bangalore-bangalore-430991
Pizza Stop,"Italian, Pizzas",NA,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/pizza-stop-cbd-ashok-nagar-bangalore-8799
Tottos pizza,"Continental, Italian",NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/tottos-pizza-central-bangalore-bangalore-406845
Ginger Tiger,"Chinese, Japanese, Korean, Thai",NA,600,Central Bangalore,NA,https://www.swiggy.com/restaurants/ginger-tiger-vittal-mallaya-road-sampangi-rama-nagar-bangalore-289019
JUST BITES BAKERY,"Bakery, Fast Food, Snacks, Beverages",NA,350,Central Bangalore,NA,https://www.swiggy.com/restaurants/just-bites-bakery-bangalore-bangalore-488810
Krispy Kreme,"Desserts, Beverages",NA,170,Central Bangalore,NA,https://www.swiggy.com/restaurants/krispy-kreme-ground-floor-campbell-rd-xavier-layout-victoria-layout-bangalore-59146
Snack House,"Fast Food, Street Food",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/snack-house-central-bangalore-bangalore-400188
Shan Restaurant,"North Indian, Chinese",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/shan-restaurant-central-bangalore-bangalore-402241
VANIYAMBADI BIRYANI,"Biryani, South Indian",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/vaniyambadi-biryani-central-bangalore-bangalore-551383
Azuki Japan Travel  Bistro And Sake,"Japanese, Asian, Desserts, Pan-Asian, Bakery, Snacks",NA,1200,Central Bangalore,NA,https://www.swiggy.com/restaurants/azuki-japan-travel-bistro-and-sake-richmond-town-central-bangalore-bangalore-337861
Taj Hotel,"Chinese, Mughlai, North Indian",3.9,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/taj-hotel-frazer-town-shivaji-nagar-bangalore-50571
Hari Super Sandwich,Fast Food,3.9,100,Central Bangalore,NA,https://www.swiggy.com/restaurants/hari-super-sandwich-brigade-road-ashok-nagar-bangalore-51662
The Vintage,"Pizzas, Fast Food, Desserts",NA,350,Central Bangalore,NA,https://www.swiggy.com/restaurants/the-vintage-central-bangalore-bangalore-507344
LAKSHMI SUPER SANDWICH,"Pizzas, Chaat, Snacks",NA,149,Central Bangalore,NA,https://www.swiggy.com/restaurants/lakshmi-super-sandwich-central-bangalore-bangalore-438008
Sweet Chariot Cafe,Desserts,NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/sweet-chariot-cafe-cunningham-road-vasanth-nagar-bangalore-53607
Cafe Noir,"European, Italian, Pizzas, Pastas, Desserts, Continental, Salads, British, Ameri...",NA,600,Central Bangalore,NA,https://www.swiggy.com/restaurants/cafe-noir-ub-city-ashok-nagar-bangalore-53605
Provenance Deli and Desserts,"Desserts, Bakery, Beverages",NA,700,Central Bangalore,NA,https://www.swiggy.com/restaurants/provenance-deli-and-desserts-ashok-nagar-bangalore-213832
Hotel Brigade Taj,"Biryani, Chinese",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/hotel-brigade-taj-central-ashok-nagar-bangalore-220009
Little Cafe,"Chinese, Continental, Beverages",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/little-cafe-central-bangalore-bangalore-372533
HUDA BAKERY AND CHATS,"Bakery, Chaat",NA,100,Central Bangalore,NA,https://www.swiggy.com/restaurants/huda-bakery-and-chats-central-bangalore-bangalore-449000
Pure and Natural,"Juices, Continental",NA,450,Central Bangalore,NA,https://www.swiggy.com/restaurants/pure-and-natural-vasanthnagar-central-bangalore-bangalore-394786
Imperial Restaurant,"Arabian, Chinese, Desserts, Mughlai, North Indian, Seafood, South Indian",NA,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/imperial-restaurant-shivajinagar-shivaji-nagar-bangalore-48556
SLV Grand,"North Indian, Chinese, South Indian, Desserts, Beverages",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/slv-grand-central-ashok-nagar-bangalore-188885
Si Pizza,"Italian, Pizzas",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/si-pizza-central-bangalore-bangalore-483594
Gourmet Ice Cream Cakes by Baskin Robbins,"Desserts, Ice Cream, Bakery",NA,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/gourmet-ice-cream-cakes-by-baskin-robbins-triumph-towers-central-bangalore-bangalore-369380
Shiv Sagar,Indian,NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/shiv-sagar-central-ashok-nagar-bangalore-140140
Shawarma House,"Snacks, Chinese, North Indian",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/shawarma-house-central-bangalore-bangalore-556813
Dawat Durbar,"North Indian, Chinese, Mughlai",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/dawat-durbar-central-bangalore-bangalore-553423
Shahi Bawarchi,"Biryani, Indian, Combo",NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/shahi-bawarchi-central-bangalore-bangalore-493155
JW Kitchen - JW Marriott,"Indian, Continental, Asian",3.2,1000,Central Bangalore,NA,https://www.swiggy.com/restaurants/jw-kitchen-jw-marriott-central-bangalore-bangalore-281710
Cafe Felix,"American, Continental, Desserts, Pizzas, Pastas",3.7,1000,Central Bangalore,NA,https://www.swiggy.com/restaurants/cafe-felix-trinity-circle-ulsoor-bangalore-38633
Paratha Envy,North Indian,NA,249,Central Bangalore,NA,https://www.swiggy.com/restaurants/paratha-envy-central-bangalore-bangalore-397622
Simpli Namdhari's,"Chinese, European, Italian, North Indian, Salads, Pizzas, Juices, Beverages, Bir...",3.8,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/simpli-namdharis-ashok-nagar-bangalore-409930
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",NA,600,Central Bangalore,NA,https://www.swiggy.com/restaurants/mcdonalds-gourmet-burger-collection-kasturba-road-central-bangalore-bangalore-395202
Pancakes by Knight Bite,"American, Desserts",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/pancakes-by-knight-bite-central-bangalore-bangalore-423046
Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/wow-momo-brigade-road-wow-momo-ashok-nagar-bangalore-22037
Firangi Bake,"Italian, Mexican, Pastas, Ice Cream",NA,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/firangi-bake-vasanth-nagar-bangalore-34380
Samosa Party,"Chaat, North Indian, Fast Food, Street Food, Snacks, Sweets, Desserts, Home Food...",NA,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/samosa-party-central-ashok-nagar-bangalore-312660
Roll Master,"Fast Food, Chinese, American, Beverages",NA,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/roll-master-central-bangalore-bangalore-486974
Sandhya Veg,"Chinese, South Indian, North Indian, Desserts, Beverages",NA,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/sandhya-veg-banashankari-ashok-nagar-bangalore-95372
Amadora Gourmet Ice Cream & Sorbet,Desserts,NA,450,Central Bangalore,NA,https://www.swiggy.com/restaurants/amadora-gourmet-ice-cream-and-sorbet-ub-city-ashok-nagar-bangalore-58195
DonBuri,"Chinese, Italian, Mediterranean, Thai, Lebanese, American, Asian, Beverages, Bak...",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/donburi-aga-abdullah-street-richmond-town-bangalore-469048
Hamza hotel,"Continental, Fast Food, Street Food",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/hamza-hotel-central-shivaji-nagar-bangalore-34269
JALEBBI KITCHEN,"Chinese, North Indian, Biryani",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/jalebbi-kitchen-cunningham-road-bangalore-555797
Kwality Walls Frozen Dessert and Ice Cream Shop,"Ice Cream, Desserts",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-central-bangalore-bangalore-482382
The Konkan - Seafood Restaurant,"Coastal, South Indian, Seafood",NA,1200,Central Bangalore,NA,https://www.swiggy.com/restaurants/the-konkan-seafood-restaurant-central-ashok-nagar-bangalore-37895
Brik Oven,"Italian, Pizzas, Desserts, Beverages",NA,1000,Central Bangalore,NA,https://www.swiggy.com/restaurants/brik-oven-church-street-central-bangalore-bangalore-53503
Breakfast Express,"Continental, North Indian, South Indian, American, Beverages, British, European,...",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/breakfast-express-central-bangalore-bangalore-410098
The Bowl Company,"Continental, North Indian, Pan-Asian, Desserts, American, Asian, Beverages, Biry...",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/the-bowl-company-central-bangalore-bangalore-410095
Al hatab burger roll &pizza,"Pizzas, American, Fast Food",NA,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/al-hatab-burger-roll-and-pizza-central-bangalore-bangalore-473412
Baskin Robbins,Desserts,NA,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/baskin-robbins-triumph-towers-ashok-nagar-bangalore-59292
Bowl Soul,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese...",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/bowl-soul-aga-abdullah-street-richmond-town-bangalore-464835
Bhartiya Jalpan,"North Indian, Sweets, Desserts, Chaat",NA,270,Central Bangalore,NA,https://www.swiggy.com/restaurants/bhartiya-jalpan-commercial-street-shivaji-nagar-bangalore-105167
Andhra Gunpowder,"Andhra, Biryani, South Indian",NA,350,Central Bangalore,NA,https://www.swiggy.com/restaurants/andhra-gunpowder-central-bangalore-bangalore-397630
China Flame,"Chinese, Thai",NA,275,Central Bangalore,NA,https://www.swiggy.com/restaurants/china-flame-central-ashok-nagar-bangalore-161007
Kaati Zone Rolls & Wraps,Beverages,3.7,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-central-bangalore-bangalore-409923
RajHans Restaurant,"North Indian, Chinese, South Indian, Beverages, Snacks",3.8,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/rajhans-restaurant-central-ashok-nagar-bangalore-232010
All Saints Bakery,Bakery,NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/all-saints-bakery-brigade-road-ashok-nagar-bangalore-15870
JACK KITCHEN,"Chinese, American, Snacks, Juices, Beverages",NA,249,Central Bangalore,NA,https://www.swiggy.com/restaurants/jack-kitchen-central-poojapa-layout-bangalore-517396
Five Star Chicken,"Snacks, Arabian",NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/five-star-chicken-central-bangalore-bangalore-462532
Jaisalmer,"Indian, Chinese, Thalis",NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/jaisalmer-central-bangalore-bangalore-485631
Bareerah Multicuisine Restaurant,"Chinese, Continental, Indian, Arabian",NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/bareerah-multicuisine-restaurant-starbucks-cbd-shivaji-nagar-bangalore-201886
The Sandwich bite,"Healthy Food, American, Continental",NA,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/the-sandwich-bite-central-bangalore-bangalore-423054
Virinchi Cafe,South Indian,NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/virinchi-cafe-central-bangalore-bangalore-471009
McDonald's,"Burgers, Beverages, Cafe, Desserts",NA,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/mcdonalds-opp-space-centre-ashok-nagar-bangalore-87869
The Baklava Company,"Desserts, Sweets, Bakery",NA,600,Central Bangalore,NA,https://www.swiggy.com/restaurants/the-baklava-company-central-bangalore-bangalore-453913
Bake N Bloom,Bakery,NA,250,Central Bangalore,NA,https://www.swiggy.com/restaurants/bake-n-bloom-residency-road-bangalore-435386
MS Restaurant,"North Indian, Fast Food",NA,500,Central Bangalore,NA,https://www.swiggy.com/restaurants/ms-restaurant-central-bangalore-bangalore-473542
KFC,"American, Snacks, Biryani",3.3,400,Central Bangalore,NA,https://www.swiggy.com/restaurants/kfc-cunningham-vasanth-nagar-bangalore-347868
Hotel Empire,"North Indian, Kebabs, Biryani",NA,450,Central Bangalore,NA,https://www.swiggy.com/restaurants/hotel-empire-church-street-ashok-nagar-bangalore-2916
Lassi and Juice,"Continental, Desserts, Juices, Ice Cream",3.5,150,Central Bangalore,NA,https://www.swiggy.com/restaurants/lassi-and-juice-shivajinagar-shivaji-nagar-bangalore-195274
Watson's,Fast Food,NA,450,Central Bangalore,NA,https://www.swiggy.com/restaurants/watsons-1st-main-road-vasanth-nagar-bangalore-2915
Bheemas,Andhra,NA,550,Central Bangalore,NA,https://www.swiggy.com/restaurants/bheemas-church-street-ashok-nagar-bangalore-2914
De Zyka Cafe,"Fast Food, Chinese, Pastas, Chaat, Beverages",NA,350,Central Bangalore,NA,https://www.swiggy.com/restaurants/de-zyka-cafe-central-bangalore-bangalore-408825
Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",3.8,200,Central Bangalore,NA,https://www.swiggy.com/restaurants/wendys-residency-road-bangalore-396753
Little White Kitchen,"Chinese, Continental, Fast Food, Italian",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/little-white-kitchen-brigade-road-ashok-nagar-bangalore-62112
Trippy Goat Cafe & Wine,"Beverages, Continental, Italian",NA,1500,Central Bangalore,NA,https://www.swiggy.com/restaurants/trippy-goat-cafe-and-wine-cunningham-road-bangalore-424158
paivihar,"Chinese, Indian",NA,300,Central Bangalore,NA,https://www.swiggy.com/restaurants/paivihar-central-vasanth-nagar-bangalore-350672
Flavours by ITC Hotels,"Indian, Continental, North Indian, Biryani, Desserts",NA,1000,Central Bangalore,NA,https://www.swiggy.com/restaurants/flavours-by-itc-hotels-central-ashok-nagar-bangalore-281885
